Index,Country,Month,HarvestYear
64717,Thailand,June,2018
64718,Vietnam,January,2018
64719,India,January,2018
64720,Thailand,May,2018
64721,Vietnam,December,2018
64722,India,July,2018
64723,Thailand,June,2018
64724,Vietnam,January,2018
64725,India,January,2018
64726,Thailand,May,2018
64727,Vietnam,December,2018
64728,India,July,2018
64729,Thailand,June,2018
64730,Vietnam,January,2018
64731,India,January,2018
64732,Thailand,May,2018
64733,Vietnam,December,2018
64734,India,July,2018
64735,Thailand,June,2018
64736,Vietnam,January,2018
64737,India,January,2018
64738,Thailand,May,2018
64739,Vietnam,December,2018
64740,India,July,2018
64741,Thailand,June,2018
64742,Vietnam,January,2018
64743,India,January,2018
64744,Thailand,May,2018
64745,Vietnam,December,2018
64746,India,July,2018
64747,Thailand,June,2018
64748,Vietnam,January,2018
64749,Philippines,February,2018
64750,Phillippines,July,2018
64751,India,January,2018
64752,Thailand,May,2018
64753,Vietnam,December,2018
64754,India,July,2018
64755,Thailand,June,2018
64756,Vietnam,January,2018
64757,India,January,2018
64758,Thailand,May,2018
64759,Vietnam,December,2018
64760,India,July,2018
64761,Thailand,June,2018
64762,Vietnam,January,2018
64763,India,January,2018
64764,Thailand,May,2018
64765,Vietnam,December,2018
64766,India,July,2018
64767,Thailand,June,2018
64768,Vietnam,January,2018
64769,India,January,2018
64770,Thailand,May,2018
64771,Vietnam,December,2018
64772,India,July,2018
64773,Thailand,June,2018
64774,Vietnam,January,2018
64775,India,January,2018
64776,Thailand,May,2018
64777,Vietnam,December,2018
64778,India,July,2018
64779,Thailand,June,2018
64780,Vietnam,January,2018
64781,India,January,2018
64782,Thailand,May,2018
64783,Vietnam,December,2018
64784,India,July,2018
64785,Thailand,June,2018
64786,Vietnam,January,2018
64787,India,January,2018
64788,Thailand,May,2018
64789,Vietnam,December,2018
64790,India,July,2018
64791,Thailand,June,2018
64792,Vietnam,January,2018
64793,India,January,2018
64794,Thailand,May,2018
64795,Vietnam,December,2018
64796,India,July,2018
64797,Thailand,June,2018
64798,Vietnam,January,2018
64799,Philippines,February,2018
64800,Phillippines,July,2018
64801,India,January,2018
64802,Thailand,May,2018
64803,Vietnam,December,2018
64804,India,July,2018
64805,Thailand,June,2018
64806,Vietnam,January,2018
64807,India,January,2018
64808,Thailand,May,2018
64809,Vietnam,December,2018
64810,India,July,2018
64811,Thailand,June,2018
64812,Vietnam,January,2018
64813,India,January,2018
64814,Thailand,May,2018
64815,Vietnam,December,2018
64816,India,July,2018
64817,Thailand,June,2018
64818,Vietnam,January,2018
64819,India,January,2018
64820,Thailand,May,2018
64821,Vietnam,December,2018
64822,India,July,2018
64823,Thailand,June,2018
64824,Vietnam,January,2018
64825,India,January,2018
64826,Thailand,May,2018
64827,Vietnam,December,2018
64828,India,July,2018
64829,Thailand,June,2018
64830,Vietnam,January,2018
64831,India,January,2018
64832,Thailand,May,2018
64833,Vietnam,December,2018
64834,India,July,2018
64835,Thailand,June,2018
64836,Vietnam,January,2018
64837,India,January,2018
64838,Thailand,May,2018
64839,Vietnam,December,2018
64840,India,July,2018
64841,Thailand,June,2018
64842,Vietnam,January,2018
64843,India,January,2018
64844,Thailand,May,2018
64845,Vietnam,December,2018
64846,India,July,2018
64847,Thailand,June,2018
64848,Vietnam,January,2018
64849,Philippines,February,2018
64850,Phillippines,July,2018
64851,India,January,2018
64852,Thailand,May,2018
64853,Vietnam,December,2018
64854,India,July,2018
64855,Thailand,June,2018
64856,Vietnam,January,2018
64857,India,January,2018
64858,Thailand,May,2018
64859,Vietnam,December,2018
64860,India,July,2018
64861,Thailand,June,2018
64862,Vietnam,January,2018
64863,India,January,2018
64864,Thailand,May,2018
64865,Vietnam,December,2018
64866,India,July,2018
64867,Thailand,June,2018
64868,Vietnam,January,2018
64869,India,January,2018
64870,Thailand,May,2018
64871,Vietnam,December,2018
64872,India,July,2018
64873,Thailand,June,2018
64874,Vietnam,January,2018
64875,India,January,2018
64876,Thailand,May,2018
64877,Vietnam,December,2018
64878,India,July,2018
64879,Thailand,June,2018
64880,Vietnam,January,2018
64881,India,January,2018
64882,Thailand,May,2018
64883,Vietnam,December,2018
64884,India,July,2018
64885,Thailand,June,2018
64886,Vietnam,January,2018
64887,India,January,2018
64888,Thailand,May,2018
64889,Vietnam,December,2018
64890,India,July,2018
64891,Thailand,June,2018
64892,Vietnam,January,2018
64893,India,January,2018
64894,Thailand,May,2018
64895,Vietnam,December,2018
64896,India,July,2018
64897,Thailand,June,2018
64898,Vietnam,January,2018
64899,Philippines,February,2018
64900,Phillippines,July,2018
64901,India,January,2018
64902,Thailand,May,2018
64903,Vietnam,December,2018
64904,India,July,2018
64905,Thailand,June,2018
64906,Vietnam,January,2018
64907,India,January,2018
64908,Thailand,May,2018
64909,Vietnam,December,2018
64910,India,July,2018
64911,Thailand,June,2018
64912,Vietnam,January,2018
64913,India,January,2018
64914,Thailand,May,2018
64915,Vietnam,December,2018
64916,India,July,2018
64917,Thailand,June,2018
64918,Vietnam,January,2018
64919,India,January,2018
64920,Thailand,May,2018
64921,Vietnam,December,2018
64922,India,July,2018
64923,Thailand,June,2018
64924,Vietnam,January,2018
64925,India,January,2018
64926,Thailand,May,2018
64927,Vietnam,December,2018
64928,India,July,2018
64929,Thailand,June,2018
64930,Vietnam,January,2018
64931,India,January,2018
64932,Thailand,May,2018
64933,Vietnam,December,2018
64934,India,July,2018
64935,Thailand,June,2018
64936,Vietnam,January,2018
64937,India,January,2018
64938,Thailand,May,2018
64939,Vietnam,December,2018
64940,India,July,2018
64941,Thailand,June,2018
64942,Vietnam,January,2018
64943,India,January,2018
64944,Thailand,May,2018
64945,Vietnam,December,2018
64946,India,July,2018
64947,Thailand,June,2018
64948,Vietnam,January,2018
64949,Philippines,February,2018
64950,Phillippines,July,2018
64951,India,January,2018
64952,Thailand,May,2018
64953,Vietnam,December,2018
64954,India,July,2018
64955,Thailand,June,2018
64956,Vietnam,January,2018
64957,India,January,2018
64958,Thailand,May,2018
64959,Vietnam,December,2018
64960,India,July,2018
64961,Thailand,June,2018
64962,Vietnam,January,2018
64963,India,January,2018
64964,Thailand,May,2018
64965,Vietnam,December,2018
64966,India,July,2018
64967,Thailand,June,2018
64968,Vietnam,January,2018
64969,India,January,2018
64970,Thailand,May,2018
64971,Vietnam,December,2018
64972,India,July,2018
64973,Thailand,June,2018
64974,Vietnam,January,2018
64975,India,January,2018
64976,Thailand,May,2018
64977,Vietnam,December,2018
64978,India,July,2018
64979,Thailand,June,2018
64980,Vietnam,January,2018
64981,India,January,2018
64982,Thailand,May,2018
64983,Vietnam,December,2018
64984,India,July,2018
64985,Thailand,June,2018
64986,Vietnam,January,2018
64987,India,January,2018
64988,Thailand,May,2018
64989,Vietnam,December,2018
64990,India,July,2018
64991,Thailand,June,2018
64992,Vietnam,January,2018
64993,India,January,2018
64994,Thailand,May,2018
64995,Vietnam,December,2018
64996,India,July,2018
64997,Thailand,June,2018
64998,Vietnam,January,2018
64999,Philippines,February,2018
65000,Phillippines,July,2018
65001,India,January,2018
65002,Thailand,May,2018
65003,Vietnam,December,2018
65004,India,July,2018
65005,Thailand,June,2018
65006,Vietnam,January,2018
65007,India,January,2018
65008,Thailand,May,2018
65009,Vietnam,December,2018
65010,India,July,2018
65011,Thailand,June,2018
65012,Vietnam,January,2018
65013,India,January,2018
65014,Thailand,May,2018
65015,Vietnam,December,2018
65016,India,July,2018
65017,Thailand,June,2018
65018,Vietnam,January,2018
65019,India,January,2018
65020,Thailand,May,2018
65021,Vietnam,December,2018
65022,India,July,2018
65023,Thailand,June,2018
65024,Vietnam,January,2018
65025,India,January,2018
65026,Thailand,May,2018
65027,Vietnam,December,2018
65028,India,July,2018
65029,Thailand,June,2018
65030,Vietnam,January,2018
65031,India,January,2018
65032,Thailand,May,2018
65033,Vietnam,December,2018
65034,India,July,2018
65035,Thailand,June,2018
65036,Vietnam,January,2018
65037,India,January,2018
65038,Thailand,May,2018
65039,Vietnam,December,2018
65040,India,July,2018
65041,Thailand,June,2018
65042,Vietnam,January,2018
65043,India,January,2018
65044,Thailand,May,2018
65045,Vietnam,December,2018
65046,India,July,2018
65047,Thailand,June,2018
65048,Vietnam,January,2018
65049,Philippines,February,2018
65050,Phillippines,July,2018
65051,India,January,2018
65052,Thailand,May,2018
65053,Vietnam,December,2018
65054,India,July,2018
65055,Thailand,June,2018
65056,Vietnam,January,2018
65057,India,January,2018
65058,Thailand,May,2018
65059,Vietnam,December,2018
65060,India,July,2018
65061,Thailand,June,2018
65062,Vietnam,January,2018
65063,India,January,2018
65064,Thailand,May,2018
65065,Vietnam,December,2018
65066,India,July,2018
65067,Thailand,June,2018
65068,Vietnam,January,2018
65069,India,January,2018
65070,Thailand,May,2018
65071,Vietnam,December,2018
65072,India,July,2018
65073,Thailand,June,2018
65074,Vietnam,January,2018
65075,India,January,2018
65076,Thailand,May,2018
65077,Vietnam,December,2018
65078,India,July,2018
65079,Thailand,June,2018
65080,Vietnam,January,2018
65081,India,January,2018
65082,Thailand,May,2018
65083,Vietnam,December,2018
65084,India,July,2018
65085,Thailand,June,2018
65086,Vietnam,January,2018
65087,India,January,2018
65088,Thailand,May,2018
65089,Vietnam,December,2018
65090,India,July,2018
65091,Thailand,June,2018
65092,Vietnam,January,2018
65093,India,January,2018
65094,Thailand,May,2018
65095,Vietnam,December,2018
65096,India,July,2018
65097,Thailand,June,2018
65098,Vietnam,January,2018
65099,Philippines,February,2018
65100,Phillippines,July,2018
65101,India,January,2018
65102,Thailand,May,2018
65103,Vietnam,December,2018
65104,India,July,2018
65105,Thailand,June,2018
65106,Vietnam,January,2018
65107,India,January,2018
65108,Thailand,May,2018
65109,Vietnam,December,2018
65110,India,July,2018
65111,Thailand,June,2018
65112,Vietnam,January,2018
65113,India,January,2018
65114,Thailand,May,2018
65115,Vietnam,December,2018
65116,India,July,2018
65117,Thailand,June,2018
65118,Vietnam,January,2018
65119,India,January,2018
65120,Thailand,May,2018
65121,Vietnam,December,2018
65122,India,July,2018
65123,Thailand,June,2018
65124,Vietnam,January,2018
65125,India,January,2018
65126,Thailand,May,2018
65127,Vietnam,December,2018
65128,India,July,2018
65129,Thailand,June,2018
65130,Vietnam,January,2018
65131,India,January,2018
65132,Thailand,May,2018
65133,Vietnam,December,2018
65134,India,July,2018
65135,Thailand,June,2018
65136,Vietnam,January,2018
65137,India,January,2018
65138,Thailand,May,2018
65139,Vietnam,December,2018
65140,India,July,2018
65141,Thailand,June,2018
65142,Vietnam,January,2018
65143,India,January,2018
65144,Thailand,May,2018
65145,Vietnam,December,2018
65146,India,July,2018
65147,Thailand,June,2018
65148,Vietnam,January,2018
65149,Philippines,February,2018
65150,Phillippines,July,2018
65151,India,January,2018
65152,Thailand,May,2018
65153,Vietnam,December,2018
65154,India,July,2018
65155,Thailand,June,2018
65156,Vietnam,January,2018
65157,India,January,2018
65158,Thailand,May,2018
65159,Vietnam,December,2018
65160,India,July,2018
65161,Thailand,June,2018
65162,Vietnam,January,2018
65163,India,January,2018
65164,Thailand,May,2018
65165,Vietnam,December,2018
65166,India,July,2018
65167,Thailand,June,2018
65168,Vietnam,January,2018
65169,India,January,2018
65170,Thailand,May,2018
65171,Vietnam,December,2018
65172,India,July,2018
65173,Thailand,June,2018
65174,Vietnam,January,2018
65175,India,January,2018
65176,Thailand,May,2018
65177,Vietnam,December,2018
65178,India,July,2018
65179,Thailand,June,2018
65180,Vietnam,January,2018
65181,India,January,2018
65182,Thailand,May,2018
65183,Vietnam,December,2018
65184,India,July,2018
65185,Thailand,June,2018
65186,Vietnam,January,2018
65187,India,January,2018
65188,Thailand,May,2018
65189,Vietnam,December,2018
65190,India,July,2018
65191,Thailand,June,2018
65192,Vietnam,January,2018
65193,India,January,2018
65194,Thailand,May,2018
65195,Vietnam,December,2018
65196,India,July,2018
65197,Thailand,June,2018
65198,Vietnam,January,2018
65199,Philippines,February,2018
65200,Phillippines,July,2018
65201,India,January,2018
65202,Thailand,May,2018
65203,Vietnam,December,2018
65204,India,July,2018
65205,Thailand,June,2018
65206,Vietnam,January,2018
65207,India,January,2018
65208,Thailand,May,2018
65209,Vietnam,December,2018
65210,India,July,2018
65211,Thailand,June,2018
65212,Vietnam,January,2018
65213,India,January,2018
65214,Thailand,May,2018
65215,Vietnam,December,2018
65216,India,July,2018
65217,Thailand,June,2018
65218,Vietnam,January,2018
65219,India,January,2018
65220,Thailand,May,2018
65221,Vietnam,December,2018
65222,India,July,2018
65223,Thailand,June,2018
65224,Vietnam,January,2018
65225,India,January,2018
65226,Thailand,May,2018
65227,Vietnam,December,2018
65228,India,July,2018
65229,Thailand,June,2018
65230,Vietnam,January,2018
65231,India,January,2018
65232,Thailand,May,2018
65233,Vietnam,December,2018
65234,India,July,2018
65235,Thailand,June,2018
65236,Vietnam,January,2018
65237,India,January,2018
65238,Thailand,May,2018
65239,Vietnam,December,2018
65240,India,July,2018
65241,Thailand,June,2018
65242,Vietnam,January,2018
65243,India,January,2018
65244,Thailand,May,2018
65245,Vietnam,December,2018
65246,India,July,2018
65247,Thailand,June,2018
65248,Vietnam,January,2018
65249,Philippines,February,2018
65250,Phillippines,July,2018
65251,India,January,2018
65252,Thailand,May,2018
65253,Vietnam,December,2018
65254,India,July,2018
65255,Thailand,June,2018
65256,Vietnam,January,2018
65257,India,January,2018
65258,Thailand,May,2018
65259,Vietnam,December,2018
65260,India,July,2018
65261,Thailand,June,2018
65262,Vietnam,January,2018
65263,India,January,2018
65264,Thailand,May,2018
65265,Vietnam,December,2018
65266,India,July,2018
65267,Thailand,June,2018
65268,Vietnam,January,2018
65269,India,January,2018
65270,Thailand,May,2018
65271,Vietnam,December,2018
65272,India,July,2018
65273,Thailand,June,2018
65274,Vietnam,January,2018
65275,India,January,2018
65276,Thailand,May,2018
65277,Vietnam,December,2018
65278,India,July,2018
65279,Thailand,June,2018
65280,Vietnam,January,2018
65281,India,January,2018
65282,Thailand,May,2018
65283,Vietnam,December,2018
65284,India,July,2018
65285,Thailand,June,2018
65286,Vietnam,January,2018
65287,India,January,2018
65288,Thailand,May,2018
65289,Vietnam,December,2018
65290,India,July,2018
65291,Thailand,June,2018
65292,Vietnam,January,2018
65293,India,January,2018
65294,Thailand,May,2018
65295,Vietnam,December,2018
65296,India,July,2018
65297,Thailand,June,2018
65298,Vietnam,January,2018
65299,Philippines,February,2018
65300,Phillippines,July,2018
65301,India,January,2018
65302,Thailand,May,2018
65303,Vietnam,December,2018
65304,India,July,2018
65305,Thailand,June,2018
65306,Vietnam,January,2018
65307,India,January,2018
65308,Thailand,May,2018
65309,Vietnam,December,2018
65310,India,July,2018
65311,Thailand,June,2018
65312,Vietnam,January,2018
65313,India,January,2018
65314,Thailand,May,2018
65315,Vietnam,December,2018
65316,India,July,2018
65317,Thailand,June,2018
65318,Vietnam,January,2018
65319,India,January,2018
65320,Thailand,May,2018
65321,Vietnam,December,2018
65322,India,July,2018
65323,Thailand,June,2018
65324,Vietnam,January,2018
65325,India,January,2018
65326,Thailand,May,2018
65327,Vietnam,December,2018
65328,India,July,2018
65329,Thailand,June,2018
65330,Vietnam,January,2018
65331,India,January,2018
65332,Thailand,May,2018
65333,Vietnam,December,2018
65334,India,July,2018
65335,Thailand,June,2018
65336,Vietnam,January,2018
65337,India,January,2018
65338,Thailand,May,2018
65339,Vietnam,December,2018
65340,India,July,2018
65341,Thailand,June,2018
65342,Vietnam,January,2018
65343,India,January,2018
65344,Thailand,May,2018
65345,Vietnam,December,2018
65346,India,July,2018
65347,Thailand,June,2018
65348,Vietnam,January,2018
65349,Philippines,February,2018
65350,Phillippines,July,2018
65351,India,January,2018
65352,Thailand,May,2018
65353,Vietnam,December,2018
65354,India,July,2018
65355,Thailand,June,2018
65356,Vietnam,January,2018
65357,India,January,2018
65358,Thailand,May,2018
65359,Vietnam,December,2018
65360,India,July,2018
65361,Thailand,June,2018
65362,Vietnam,January,2018
65363,India,January,2018
65364,Thailand,May,2018
65365,Vietnam,December,2018
65366,India,July,2018
65367,Thailand,June,2018
65368,Vietnam,January,2018
65369,India,January,2018
65370,Thailand,May,2018
65371,Vietnam,December,2018
65372,India,July,2018
65373,Thailand,June,2018
65374,Vietnam,January,2018
65375,India,January,2018
65376,Thailand,May,2018
65377,Vietnam,December,2018
65378,India,July,2018
65379,Thailand,June,2018
65380,Vietnam,January,2018
65381,India,January,2018
65382,Thailand,May,2018
65383,Vietnam,December,2018
65384,India,July,2018
65385,Thailand,June,2018
65386,Vietnam,January,2018
65387,India,January,2018
65388,Thailand,May,2018
65389,Vietnam,December,2018
65390,India,July,2018
65391,Thailand,June,2018
65392,Vietnam,January,2018
65393,India,January,2018
65394,Thailand,May,2018
65395,Vietnam,December,2018
65396,India,July,2018
65397,Thailand,June,2018
65398,Vietnam,January,2018
65399,Philippines,February,2018
65400,Phillippines,July,2018
65401,India,January,2018
65402,Thailand,May,2018
65403,Vietnam,December,2018
65404,India,July,2018
65405,Thailand,June,2018
65406,Vietnam,January,2018
65407,India,January,2018
65408,Thailand,May,2018
65409,Vietnam,December,2018
65410,India,July,2018
65411,Thailand,June,2018
65412,Vietnam,January,2018
65413,India,January,2018
65414,Thailand,May,2018
65415,Vietnam,December,2018
65416,India,July,2018
65417,Thailand,June,2018
65418,Vietnam,January,2018
65419,India,January,2018
65420,Thailand,May,2018
65421,Vietnam,December,2018
65422,India,July,2018
65423,Thailand,June,2018
65424,Vietnam,January,2018
65425,India,January,2018
65426,Thailand,May,2018
65427,Vietnam,December,2018
65428,India,July,2018
65429,Thailand,June,2018
65430,Vietnam,January,2018
65431,India,January,2018
65432,Thailand,May,2018
65433,Vietnam,December,2018
65434,India,July,2018
65435,Thailand,June,2018
65436,Vietnam,January,2018
65437,India,January,2018
65438,Thailand,May,2018
65439,Vietnam,December,2018
65440,India,July,2018
65441,Thailand,June,2018
65442,Vietnam,January,2018
65443,India,January,2018
65444,Thailand,May,2018
65445,Vietnam,December,2018
65446,India,July,2018
65447,Thailand,June,2018
65448,Vietnam,January,2018
65449,Philippines,February,2018
65450,Phillippines,July,2018
65451,India,January,2018
65452,Thailand,May,2018
65453,Vietnam,December,2018
65454,India,July,2018
65455,Thailand,June,2018
65456,Vietnam,January,2018
65457,India,January,2018
65458,Thailand,May,2018
65459,Vietnam,December,2018
65460,India,July,2018
65461,Thailand,June,2018
65462,Vietnam,January,2018
65463,India,January,2018
65464,Thailand,May,2018
65465,Vietnam,December,2018
65466,India,July,2018
65467,Thailand,June,2018
65468,Vietnam,January,2018
65469,India,January,2018
65470,Thailand,May,2018
65471,Vietnam,December,2018
65472,India,July,2018
65473,Thailand,June,2018
65474,Vietnam,January,2018
65475,India,January,2018
65476,Thailand,May,2018
65477,Vietnam,December,2018
65478,India,July,2018
65479,Thailand,June,2018
65480,Vietnam,January,2018
65481,India,January,2018
65482,Thailand,May,2018
65483,Vietnam,December,2018
65484,India,July,2018
65485,Thailand,June,2018
65486,Vietnam,January,2018
65487,India,January,2018
65488,Thailand,May,2018
65489,Vietnam,December,2018
65490,India,July,2018
65491,Thailand,June,2018
65492,Vietnam,January,2018
65493,India,January,2018
65494,Thailand,May,2018
65495,Vietnam,December,2018
65496,India,July,2018
65497,Thailand,June,2018
65498,Vietnam,January,2018
65499,Philippines,February,2018
65500,Phillippines,July,2018
65501,India,January,2018
65502,Thailand,May,2018
65503,Vietnam,December,2018
65504,India,July,2018
65505,Thailand,June,2018
65506,Vietnam,January,2018
65507,India,January,2018
65508,Thailand,May,2018
65509,Vietnam,December,2018
65510,India,July,2018
65511,Thailand,June,2018
65512,Vietnam,January,2018
65513,India,January,2018
65514,Thailand,May,2018
65515,Vietnam,December,2018
65516,India,July,2018
65517,Thailand,June,2018
65518,Vietnam,January,2018
65519,India,January,2018
65520,Thailand,May,2018
65521,Vietnam,December,2018
65522,India,July,2018
65523,Thailand,June,2018
65524,Vietnam,January,2018
65525,India,January,2018
65526,Thailand,May,2018
65527,Vietnam,December,2018
65528,India,July,2018
65529,Thailand,June,2018
65530,Vietnam,January,2018
65531,India,January,2018
65532,Thailand,May,2018
65533,Vietnam,December,2018
65534,India,July,2018
65535,Thailand,June,2018
65536,Vietnam,January,2018
65537,India,January,2018
65538,Thailand,May,2018
65539,Vietnam,December,2018
65540,India,July,2018
65541,Thailand,June,2018
65542,Vietnam,January,2018
65543,India,January,2018
65544,Thailand,May,2018
65545,Vietnam,December,2018
65546,India,July,2018
65547,Thailand,June,2018
65548,Vietnam,January,2018
65549,Philippines,February,2018
65550,Phillippines,July,2018
65551,India,January,2018
65552,Thailand,May,2018
65553,Vietnam,December,2018
65554,India,July,2018
65555,Thailand,June,2018
65556,Vietnam,January,2018
65557,India,January,2018
65558,Thailand,May,2018
65559,Vietnam,December,2018
65560,India,July,2018
65561,Thailand,June,2018
65562,Vietnam,January,2018
65563,India,January,2018
65564,Thailand,May,2018
65565,Vietnam,December,2018
65566,India,July,2018
65567,Thailand,June,2018
65568,Vietnam,January,2018
65569,India,January,2018
65570,Thailand,May,2018
65571,Vietnam,December,2018
65572,India,July,2018
65573,Thailand,June,2018
65574,Vietnam,January,2018
65575,India,January,2018
65576,Thailand,May,2018
65577,Vietnam,December,2018
65578,India,July,2018
65579,Thailand,June,2018
65580,Vietnam,January,2018
65581,India,January,2018
65582,Thailand,May,2018
65583,Vietnam,December,2018
65584,India,July,2018
65585,Thailand,June,2018
65586,Vietnam,January,2018
65587,India,January,2018
65588,Thailand,May,2018
65589,Vietnam,December,2018
65590,India,July,2018
65591,Thailand,June,2018
65592,Vietnam,January,2018
65593,India,January,2018
65594,Thailand,May,2018
65595,Vietnam,December,2018
65596,India,July,2018
65597,Thailand,June,2018
65598,Vietnam,January,2018
65599,Philippines,February,2018
65600,Phillippines,July,2018
65601,India,January,2018
65602,Thailand,May,2018
65603,Vietnam,December,2018
65604,India,July,2018
65605,Thailand,June,2018
65606,Vietnam,January,2018
65607,India,January,2018
65608,Thailand,May,2018
65609,Vietnam,December,2018
65610,India,July,2018
65611,Thailand,June,2018
65612,Vietnam,January,2018
65613,India,January,2018
65614,Thailand,May,2018
65615,Vietnam,December,2018
65616,India,July,2018
65617,Thailand,June,2018
65618,Vietnam,January,2018
65619,India,January,2018
65620,Thailand,May,2018
65621,Vietnam,December,2018
65622,India,July,2018
65623,Thailand,June,2018
65624,Vietnam,January,2018
65625,India,January,2018
65626,Thailand,May,2018
65627,Vietnam,December,2018
65628,India,July,2018
65629,Thailand,June,2018
65630,Vietnam,January,2018
65631,India,January,2018
65632,Thailand,May,2018
65633,Vietnam,December,2018
65634,India,July,2018
65635,Thailand,June,2018
65636,Vietnam,January,2018
65637,India,January,2018
65638,Thailand,May,2018
65639,Vietnam,December,2018
65640,India,July,2018
65641,Thailand,June,2018
65642,Vietnam,January,2018
65643,India,January,2018
65644,Thailand,May,2018
65645,Vietnam,December,2018
65646,India,July,2018
65647,Thailand,June,2018
65648,Vietnam,January,2018
65649,Philippines,February,2018
65650,Phillippines,July,2018
65651,India,January,2018
65652,Thailand,May,2018
65653,Vietnam,December,2018
65654,India,July,2018
65655,Thailand,June,2018
65656,Vietnam,January,2018
65657,India,January,2018
65658,Thailand,May,2018
65659,Vietnam,December,2018
65660,India,July,2018
65661,Thailand,June,2018
65662,Vietnam,January,2018
65663,India,January,2018
65664,Thailand,May,2018
65665,Vietnam,December,2018
65666,India,July,2018
65667,Thailand,June,2018
65668,Vietnam,January,2018
65669,India,January,2018
65670,Thailand,May,2018
65671,Vietnam,December,2018
65672,India,July,2018
65673,Thailand,June,2018
65674,Vietnam,January,2018
65675,India,January,2018
65676,Thailand,May,2018
65677,Vietnam,December,2018
65678,India,July,2018
65679,Thailand,June,2018
65680,Vietnam,January,2018
65681,India,January,2018
65682,Thailand,May,2018
65683,Vietnam,December,2018
65684,India,July,2018
65685,Thailand,June,2018
65686,Vietnam,January,2018
65687,India,January,2018
65688,Thailand,May,2018
65689,Vietnam,December,2018
65690,India,July,2018
65691,Thailand,June,2018
65692,Vietnam,January,2018
65693,India,January,2018
65694,Thailand,May,2018
65695,Vietnam,December,2018
65696,India,July,2018
65697,Thailand,June,2018
65698,Vietnam,January,2018
65699,Philippines,February,2018
65700,Phillippines,July,2018
65701,India,January,2018
65702,Thailand,May,2018
65703,Vietnam,December,2018
65704,India,July,2018
65705,Thailand,June,2018
65706,Vietnam,January,2018
65707,India,January,2018
65708,Thailand,May,2018
65709,Vietnam,December,2018
65710,India,July,2018
65711,Thailand,June,2018
65712,Vietnam,January,2018
65713,India,January,2018
65714,Thailand,May,2018
65715,Vietnam,December,2018
65716,India,July,2018
65717,Thailand,June,2018
65718,Vietnam,January,2018
65719,India,January,2018
65720,Thailand,May,2018
65721,Vietnam,December,2018
65722,India,July,2018
65723,Thailand,June,2018
65724,Vietnam,January,2018
65725,India,January,2018
65726,Thailand,May,2018
65727,Vietnam,December,2018
65728,India,July,2018
65729,Thailand,June,2018
65730,Vietnam,January,2018
65731,India,January,2018
65732,Thailand,May,2018
65733,Vietnam,December,2018
65734,India,July,2018
65735,Thailand,June,2018
65736,Vietnam,January,2018
65737,India,January,2018
65738,Thailand,May,2018
65739,Vietnam,December,2018
65740,India,July,2018
65741,Thailand,June,2018
65742,Vietnam,January,2018
65743,India,January,2018
65744,Thailand,May,2018
65745,Vietnam,December,2018
65746,India,July,2018
65747,Thailand,June,2018
65748,Vietnam,January,2018
65749,Philippines,February,2018
65750,Phillippines,July,2018
65751,India,January,2018
65752,Thailand,May,2018
65753,Vietnam,December,2018
65754,India,July,2018
65755,Thailand,June,2018
65756,Vietnam,January,2018
65757,India,January,2018
65758,Thailand,May,2018
65759,Vietnam,December,2018
65760,India,July,2018
65761,Thailand,June,2018
65762,Vietnam,January,2018
65763,India,January,2018
65764,Thailand,May,2018
65765,Vietnam,December,2018
65766,India,July,2018
65767,Thailand,June,2018
65768,Vietnam,January,2018
65769,India,January,2018
65770,Thailand,May,2018
65771,Vietnam,December,2018
65772,India,July,2018
65773,Thailand,June,2018
65774,Vietnam,January,2018
65775,India,January,2018
65776,Thailand,May,2018
65777,Vietnam,December,2018
65778,India,July,2018
65779,Thailand,June,2018
65780,Vietnam,January,2018
65781,India,January,2018
65782,Thailand,May,2018
65783,Vietnam,December,2018
65784,India,July,2018
65785,Thailand,June,2018
65786,Vietnam,January,2018
65787,India,January,2018
65788,Thailand,May,2018
65789,Vietnam,December,2018
65790,India,July,2018
65791,Thailand,June,2018
65792,Vietnam,January,2018
65793,India,January,2018
65794,Thailand,May,2018
65795,Vietnam,December,2018
65796,India,July,2018
65797,Thailand,June,2018
65798,Vietnam,January,2018
65799,Philippines,February,2018
65800,Phillippines,July,2018
65801,India,January,2018
65802,Thailand,May,2018
65803,Vietnam,December,2018
65804,India,July,2018
65805,Thailand,June,2018
65806,Vietnam,January,2018
65807,India,January,2018
65808,Thailand,May,2018
65809,Vietnam,December,2018
65810,India,July,2018
65811,Thailand,June,2018
65812,Vietnam,January,2018
65813,India,January,2018
65814,Thailand,May,2018
65815,Vietnam,December,2018
65816,India,July,2018
65817,Thailand,June,2018
65818,Vietnam,January,2018
65819,India,January,2018
65820,Thailand,May,2018
65821,Vietnam,December,2018
65822,India,July,2018
65823,Thailand,June,2018
65824,Vietnam,January,2018
65825,India,January,2018
65826,Thailand,May,2018
65827,Vietnam,December,2018
65828,India,July,2018
65829,Thailand,June,2018
65830,Vietnam,January,2018
65831,India,January,2018
65832,Thailand,May,2018
65833,Vietnam,December,2018
65834,India,July,2018
65835,Thailand,June,2018
65836,Vietnam,January,2018
65837,India,January,2018
65838,Thailand,May,2018
65839,Vietnam,December,2018
65840,India,July,2018
65841,Thailand,June,2018
65842,Vietnam,January,2018
65843,India,January,2018
65844,Thailand,May,2018
65845,Vietnam,December,2018
